chromosome	location	beta_diet	se_beta_diet	pvalue	info
chr10	1081645	0.05695	0.5149	0.897340371	chr10_1081645
chr10	1082851	0.2604	0.3867	0.46527078	chr10_1082851
chr10	10830925	0.5135	0.4779	0.221247174	chr10_10830925
chr10	10830962	-0.006074	0.5897	0.989824316	chr10_10830962
chr10	10831123	0.05811	0.5231	0.896294925	chr10_10831123
chr10	10832694	0.04066	0.3277	0.895515348	chr10_10832694
chr10	10840163	-1.034	0.6165	0.033156506	chr10_10840163
chr10	10841382	-0.1369	0.4174	0.718153909	chr10_10841382
chr10	10841424	-0.2371	0.4923	0.580049805	chr10_10841424
chr10	10852185	-0.2181	0.5566	0.637171772	chr10_10852185
chr10	10852201	-0.456	0.5848	0.336420671	chr10_10852201
chr10	10852215	-0.08478	0.5072	0.846213777	chr10_10852215
chr10	10858024	-0.01289	0.2947	0.963491861	chr10_10858024
chr10	10878370	0.4511	0.8234	0.334324084	chr10_10878370
chr10	1089086	-0.1628	0.544	0.721349412	chr10_1089086
chr10	1089163	-0.01285	0.3735	0.970414552	chr10_1089163
chr10	10894309	-0.3982	0.4813	0.34524322	chr10_10894309
chr10	10894369	0.3032	0.3692	0.376876461	chr10_10894369
chr10	10894375	-0.05209	0.3247	0.86531272	chr10_10894375
chr10	10896513	0.4836	0.445	0.224932217	chr10_10896513
chr10	10936884	0.1605	0.6474	0.744966731	chr10_10936884
chr10	10944294	-0.4093	0.3661	0.229593109	chr10_10944294
chr10	10944356	0.3949	0.3259	0.199949106	chr10_10944356
chr10	10944364	0.4835	0.2996	0.090737819	chr10_10944364
chr10	1095781	-0.07534	0.2126	0.716855009	chr10_1095781
chr10	1095801	0.2031	0.3955	0.576083925	chr10_1095801
chr10	1095860	0.4769	0.4594	0.242515741	chr10_1095860
chr10	1095885	-0.08229	0.6138	0.86515159	chr10_1095885
chr10	1095934	0.2322	0.5321	0.606269832	chr10_1095934
chr10	10960767	-0.1409	0.6299	0.773343249	chr10_10960767
chr10	10961920	0.4686	0.6744	0.346678995	chr10_10961920
chr10	10961988	-0.3423	0.4598	0.401846524	chr10_10961988
chr10	10962177	0.611	0.7879	0.207923082	chr10_10962177
chr10	1096613	-0.7467	0.7133	0.135272043	chr10_1096613
chr10	1100532	-0.5194	0.3	0.069534594	chr10_1100532
chr10	11011659	-0.4252	0.4103	0.255801021	chr10_11011659
chr10	11011684	-0.5259	0.5029	0.22633316	chr10_11011684
chr10	11011737	-0.7404	0.5098	0.091375589	chr10_11011737
chr10	1101546	0.225	0.3024	0.435041224	chr10_1101546
chr10	1101561	0.3578	0.7047	0.474228167	chr10_1101561
chr10	11018423	-0.226	0.3599	0.500913645	chr10_11018423
chr10	11027736	-0.9326	0.3267	0.002524924	chr10_11027736
chr10	11027765	-0.3081	0.3026	0.285404024	chr10_11027765
chr10	1106062	0.1213	0.5667	0.795026738	chr10_1106062
chr10	1106201	-0.3356	0.3591	0.316657848	chr10_1106201
chr10	1106976	0.5162	0.8219	0.270215466	chr10_1106976
chr10	11070275	-0.6461	0.7823	0.184876846	chr10_11070275
chr10	11071623	-0.1079	0.4709	0.795067352	chr10_11071623
chr10	11071643	0.4106	0.5164	0.353147415	chr10_11071643
chr10	110749	0.1648	0.4213	0.666238214	chr10_110749
chr10	1110984	-0.2668	0.3762	0.444017536	chr10_1110984
chr10	1111725	-0.2451	0.362	0.467634581	chr10_1111725
chr10	1111731	0.09463	0.3558	0.775960741	chr10_1111731
chr10	11124160	-0.3824	0.334	0.224494026	chr10_11124160
chr10	11124226	-0.06073	0.5891	0.898484155	chr10_11124226
chr10	11124257	0.2407	0.5385	0.595790378	chr10_11124257
chr10	11124271	-0.483	0.5618	0.298692413	chr10_11124271
chr10	1112493	0.2918	0.3735	0.399671049	chr10_1112493
chr10	1112523	0.7902	0.5292	0.078439314	chr10_1112523
chr10	1112924	0.01489	0.2281	0.946545187	chr10_1112924
chr10	1112954	0.02115	0.1893	0.909408448	chr10_1112954
chr10	1113026	0.4388	0.245	0.064700621	chr10_1113026
chr10	1113033	-0.1407	0.3324	0.653572391	chr10_1113033
chr10	1113090	0.09179	0.2594	0.71406899	chr10_1113090
chr10	1113110	0.02278	0.33	0.941705217	chr10_1113110
chr10	1113119	0.07236	0.2031	0.71596159	chr10_1113119
chr10	11135277	-0.5206	0.4527	0.197150428	chr10_11135277
chr10	1115061	0.1225	0.592	0.797370713	chr10_1115061
chr10	1115089	0.05621	0.5158	0.898779372	chr10_1115089
chr10	1115166	-0.1365	0.5005	0.752743882	chr10_1115166
chr10	11167558	0.2581	0.2989	0.365536406	chr10_11167558
chr10	11168489	-0.1576	0.4304	0.684986929	chr10_11168489
chr10	11171614	0.3686	0.3902	0.304904554	chr10_11171614
chr10	11171637	0.3222	0.3461	0.321066118	chr10_11171637
chr10	1117633	-0.5177	0.4067	0.163508302	chr10_1117633
chr10	1117639	-0.195	0.268	0.45010534	chr10_1117639
chr10	11224769	-0.2006	0.3647	0.554703062	chr10_11224769
chr10	11224810	-0.1589	0.2522	0.514980447	chr10_11224810
chr10	11224826	0.09098	0.2357	0.691227632	chr10_11224826
chr10	11224844	0.1213	0.3004	0.672041393	chr10_11224844
chr10	11224850	-0.2673	0.2894	0.33458189	chr10_11224850
chr10	11224876	-0.2469	0.3244	0.421044329	chr10_11224876
chr10	11227591	-0.5835	0.4633	0.155267301	chr10_11227591
chr10	11227982	-0.5431	0.5374	0.230778418	chr10_11227982
chr10	1123047	0.4407	0.4962	0.306322603	chr10_1123047
chr10	11235982	-0.1396	0.3113	0.637005732	chr10_11235982
chr10	11279810	-0.678	0.8013	0.157272832	chr10_11279810
chr10	1128286	-0.5469	0.4191	0.150646259	chr10_1128286
chr10	1128364	0.1423	0.223	0.512725035	chr10_1128364
chr10	11289028	-0.02128	0.5371	0.962537029	chr10_11289028
chr10	1129646	-0.9306	0.4914	0.029673902	chr10_1129646
chr10	1129655	-0.6936	0.3882	0.052531251	chr10_1129655
chr10	1130396	-0.4112	0.4408	0.298681744	chr10_1130396
chr10	1130478	-0.0622	0.4816	0.882840829	chr10_1130478
chr10	1130491	0.08779	0.4131	0.815483984	chr10_1130491
chr10	1130500	0.02395	0.4448	0.952060814	chr10_1130500
chr10	11332837	-0.4404	0.5943	0.356835157	chr10_11332837
chr10	11342761	-1.09	0.8239	0.019575762	chr10_11342761
chr10	11342777	-0.1198	0.4772	0.775128713	chr10_11342777
chr10	1134595	-0.2338	0.4185	0.538475786	chr10_1134595
chr10	1134671	-0.4041	0.6263	0.407871076	chr10_1134671
chr10	1134828	0.6068	0.6773	0.223317389	chr10_1134828
chr10	1134852	-0.133	0.5311	0.767572473	chr10_1134852
chr10	1134962	-0.3353	0.7303	0.501522814	chr10_1134962
chr10	1134969	-0.7949	0.6358	0.105278848	chr10_1134969
chr10	1134992	0.4883	0.4132	0.194385061	chr10_1134992
chr10	1135019	-0.7574	0.502	0.081071261	chr10_1135019
chr10	1137505	-0.4975	0.628	0.308692445	chr10_1137505
chr10	1137685	-0.296	0.2536	0.227571418	chr10_1137685
chr10	1137698	-0.4119	0.2516	0.090734297	chr10_1137698
chr10	1137751	0.05176	0.4178	0.891537872	chr10_1137751
chr10	1137802	0.2959	0.3079	0.312448262	chr10_1137802
chr10	1137863	-0.06028	0.3699	0.860762119	chr10_1137863
chr10	1137971	0.7434	0.4934	0.083234615	chr10_1137971
chr10	1137990	-0.04078	0.3846	0.908550175	chr10_1137990
chr10	1138029	-0.2091	0.3971	0.566141406	chr10_1138029
chr10	1138067	0.6124	0.3092	0.037283032	chr10_1138067
chr10	1138137	-0.2715	0.3083	0.354586964	chr10_1138137
chr10	1138152	-0.3299	0.2296	0.139867253	chr10_1138152
chr10	1138178	-0.3385	0.269	0.191374932	chr10_1138178
chr10	1138189	-0.0008528	0.4402	0.998278492	chr10_1138189
chr10	11382421	-0.07249	0.3062	0.803603861	chr10_11382421
chr10	1138247	-0.3682	0.309	0.210242051	chr10_1138247
chr10	1138292	-0.03305	0.2095	0.871828104	chr10_1138292
chr10	1138370	0.4059	0.3501	0.215821703	chr10_1138370
chr10	1138383	0.1172	0.2378	0.611869607	chr10_1138383
chr10	1138417	-0.1522	0.3198	0.615455989	chr10_1138417
chr10	1138913	-0.2088	0.3556	0.529847098	chr10_1138913
chr10	1138915	0.1062	0.414	0.778092057	chr10_1138915
chr10	1138939	-0.07621	0.2907	0.784090085	chr10_1138939
chr10	1138954	-0.1892	0.6137	0.696186653	chr10_1138954
chr10	1138969	-0.153	0.7518	0.757598769	chr10_1138969
chr10	1139025	-0.1965	0.3598	0.558321082	chr10_1139025
chr10	1139030	-0.4813	0.3128	0.105237691	chr10_1139030
chr10	1139037	-0.0309	0.3332	0.921648321	chr10_1139037
chr10	1139104	0.1674	0.7336	0.737036921	chr10_1139104
chr10	1139143	0.5815	0.5855	0.220531287	chr10_1139143
chr10	1139149	0.3294	0.8003	0.49242899	chr10_1139149
chr10	1139168	1.076	0.7053	0.031395147	chr10_1139168
chr10	1139262	-0.09718	0.6161	0.841281462	chr10_1139262
chr10	1139278	-0.1432	0.6831	0.774081576	chr10_1139278
chr10	1139299	-0.01564	0.4598	0.969445324	chr10_1139299
chr10	1139308	-0.5678	0.4698	0.17096977	chr10_1139308
chr10	1139310	-0.3229	0.5556	0.484559434	chr10_1139310
chr10	1139314	-0.002379	0.5425	0.995834907	chr10_1139314
chr10	1139329	-0.5201	0.5625	0.263431235	chr10_1139329
chr10	11403606	-0.7516	0.5171	0.089479103	chr10_11403606
chr10	11403618	-0.005695	0.4709	0.989062173	chr10_11403618
chr10	1140689	-0.1336	0.4555	0.741802098	chr10_1140689
chr10	1140723	-0.4381	0.6066	0.36364189	chr10_1140723
chr10	1140818	-0.2162	0.3474	0.506899703	chr10_1140818
chr10	1140871	-0.04493	0.366	0.895053645	chr10_1140871
chr10	1140888	-0.169	0.2554	0.4937194	chr10_1140888
chr10	11418575	0.5108	0.5587	0.270304599	chr10_11418575
chr10	11423004	-0.8644	0.5286	0.054054772	chr10_11423004
chr10	11423043	0.2681	0.4177	0.479923157	chr10_11423043
chr10	1142362	0.06085	0.7198	0.903073313	chr10_1142362
chr10	11432478	0.7271	0.8814	0.080745337	chr10_11432478
chr10	11438838	-0.7619	0.6986	0.127449774	chr10_11438838
chr10	11438934	0.2698	0.7036	0.589454697	chr10_11438934
chr10	11438958	-0.5438	0.4926	0.204611764	chr10_11438958
chr10	11463596	-0.3575	0.698	0.474464303	chr10_11463596
chr10	11489243	-0.2889	0.7224	0.563025753	chr10_11489243
chr10	1149407	-0.01948	0.5443	0.965970654	chr10_1149407
chr10	1149434	0.5724	0.6409	0.244632993	chr10_1149434
chr10	1149500	0.7045	0.7444	0.156386287	chr10_1149500
chr10	1149506	0.6482	0.7115	0.194803033	chr10_1149506
chr10	1149548	-0.3149	0.4192	0.408009555	chr10_1149548
chr10	1150026	0.6717	0.5021	0.121885298	chr10_1150026
chr10	1150045	0.4455	0.3321	0.15497388	chr10_1150045
chr10	1150200	-0.3456	0.6405	0.482296097	chr10_1150200
chr10	1150210	0.3742	0.4	0.307389874	chr10_1150210
chr10	1150376	-0.5766	0.4294	0.137052019	chr10_1150376
chr10	1150406	-0.2281	0.4552	0.573580743	chr10_1150406
chr10	1150439	0.4617	0.7429	0.353192236	chr10_1150439
chr10	11509363	-0.1548	0.4417	0.696066292	chr10_11509363
chr10	1151593	-0.02865	0.3568	0.931502551	chr10_1151593
chr10	1151781	-0.3626	0.5068	0.406567135	chr10_1151781
chr10	1152050	0.2541	0.6732	0.609742494	chr10_1152050
chr10	1152059	0.5243	0.5987	0.274247535	chr10_1152059
chr10	1152094	0.1301	0.6226	0.789445381	chr10_1152094
chr10	1152121	-0.4573	0.9268	0.188901238	chr10_1152121
chr10	1153916	0.147	0.4501	0.714562222	chr10_1153916
chr10	1153960	0.5247	0.2589	0.035888289	chr10_1153960
chr10	1153970	0.4098	0.2767	0.123268003	chr10_1153970
chr10	11540180	-0.178	0.4671	0.666482697	chr10_11540180
chr10	11565557	-0.8791	0.7722	0.073174447	chr10_11565557
chr10	11565620	0.05272	0.661	0.915352873	chr10_11565620
chr10	1157330	-0.3101	0.515	0.482396622	chr10_1157330
chr10	11573783	-0.2229	0.4743	0.593465921	chr10_11573783
chr10	1157403	-0.4652	0.4032	0.207382183	chr10_1157403
chr10	1157510	0.1744	0.3462	0.591295047	chr10_1157510
chr10	1157585	0.4458	0.434	0.254217743	chr10_1157585
chr10	115837	0.05463	0.3698	0.87366905	chr10_115837
chr10	115845	-0.2591	0.3609	0.441413168	chr10_115845
chr10	11625871	0.4057	0.61	0.401287205	chr10_11625871
chr10	1162650	-0.7014	0.347	0.031142958	chr10_1162650
chr10	1162674	-0.9856	0.3052	0.000695986	chr10_1162674
chr10	1163174	-0.2304	0.4018	0.531190153	chr10_1163174
chr10	1163196	-0.04983	0.3298	0.872844828	chr10_1163196
chr10	1163499	-0.5855	0.5725	0.212269517	chr10_1163499
chr10	1163575	-0.1961	0.2509	0.41942858	chr10_1163575
chr10	11639745	-0.09369	0.5202	0.832978254	chr10_11639745
chr10	1163988	-0.03905	0.7029	0.937744135	chr10_1163988
chr10	1164004	-0.7294	0.5561	0.114528433	chr10_1164004
chr10	1164030	-0.4638	0.6425	0.346174875	chr10_1164030
chr10	11640559	-0.02975	0.3656	0.93033341	chr10_11640559
chr10	1164476	-0.4019	0.7001	0.421422193	chr10_1164476
chr10	1164551	-0.7216	0.719	0.148730237	chr10_1164551
chr10	1164614	-0.06245	0.7204	0.900531428	chr10_1164614
chr10	1164764	-0.1609	0.54	0.723326821	chr10_1164764
chr10	116560	-0.1607	0.717	0.747810546	chr10_116560
chr10	11669846	0.1259	0.4955	0.769887674	chr10_11669846
chr10	1167806	-0.2792	0.7752	0.568584225	chr10_1167806
chr10	1167853	0.09155	0.5734	0.845485701	chr10_1167853
chr10	1167979	0.12	0.7256	0.810068492	chr10_1167979
chr10	1168278	-0.5689	0.6272	0.244186723	chr10_1168278
chr10	1168282	-0.7359	0.7712	0.133884075	chr10_1168282
chr10	1168890	-0.8106	0.5193	0.067768798	chr10_1168890
chr10	1168912	0.2414	0.5312	0.591698629	chr10_1168912
chr10	1169125	0.2863	0.8585	0.515490922	chr10_1169125
chr10	1169299	0.2477	0.6672	0.61819694	chr10_1169299
chr10	1169314	-0.1623	0.6901	0.74520591	chr10_1169314
chr10	1169330	0.3339	0.6482	0.498736376	chr10_1169330
chr10	1169410	-0.4591	0.5784	0.330545139	chr10_1169410
chr10	1169438	-0.6935	0.5629	0.136068257	chr10_1169438
chr10	1169635	-0.2461	0.4163	0.515576807	chr10_1169635
chr10	1169671	-0.06937	0.347	0.831203652	chr10_1169671
chr10	1169685	-0.1403	0.3087	0.632775672	chr10_1169685
chr10	1169860	0.3544	0.706	0.478446446	chr10_1169860
chr10	1169868	-0.5682	0.686	0.254965947	chr10_1169868
chr10	1169904	-0.4673	0.6146	0.335115076	chr10_1169904
chr10	1169919	-1.166	0.7737	0.017372797	chr10_1169919
chr10	1169922	-0.5565	0.5651	0.232618016	chr10_1169922
chr10	1169928	0.1884	0.2855	0.491104353	chr10_1169928
chr10	1169937	0.2965	0.2782	0.267178835	chr10_1169937
chr10	1169964	0.203	0.618	0.676080557	chr10_1169964
chr10	1170015	0.2649	0.2487	0.271467051	chr10_1170015
chr10	1170047	0.1746	0.2866	0.524850286	chr10_1170047
chr10	1171112	-0.1586	0.663	0.749315196	chr10_1171112
chr10	1171128	-0.6413	0.6969	0.199447546	chr10_1171128
chr10	1171326	-0.2081	0.6356	0.671498451	chr10_1171326
chr10	1171336	0.3605	0.6734	0.468978104	chr10_1171336
chr10	1171362	0.04481	0.6563	0.92789574	chr10_1171362
chr10	1172152	0.1934	0.3401	0.545376311	chr10_1172152
chr10	1172155	0.273	0.5083	0.532850259	chr10_1172155
chr10	1172176	0.03268	0.439	0.933968811	chr10_1172176
chr10	1172201	0.3167	0.355	0.339948174	chr10_1172201
chr10	1172213	-0.5155	0.3704	0.134052746	chr10_1172213
chr10	11722819	-0.04265	0.2348	0.851764057	chr10_11722819
chr10	1172784	0.09096	0.2527	0.709872925	chr10_1172784
chr10	11740899	0.2579	0.548	0.573692857	chr10_11740899
chr10	1175174	-0.1356	0.4849	0.749156417	chr10_1175174
chr10	1175281	-0.5556	0.4391	0.159027461	chr10_1175281
chr10	1175305	0.005915	0.4391	0.988037364	chr10_1175305
chr10	1175390	-0.07501	0.401	0.838202143	chr10_1175390
chr10	1175589	0.4086	0.3938	0.258985005	chr10_1175589
chr10	1175599	0.1145	0.3863	0.747947524	chr10_1175599
chr10	1176993	-0.07646	0.2347	0.737520436	chr10_1176993
chr10	1177004	0.6181	0.3712	0.072930802	chr10_1177004
chr10	1177034	-0.3194	0.297	0.260064096	chr10_1177034
chr10	1177065	1.091	0.4854	0.010146375	chr10_1177065
chr10	1177067	-0.6458	0.2835	0.017529372	chr10_1177067
chr10	1177076	-0.04722	0.2356	0.836611416	chr10_1177076
chr10	1177127	-0.3435	0.4118	0.360003367	chr10_1177127
chr10	117865	-0.4749	0.2954	0.092424388	chr10_117865
chr10	11793079	-0.03139	0.218	0.88270634	chr10_11793079
chr10	117932	-0.5445	0.391	0.130270821	chr10_117932
chr10	1179615	0.1401	0.3432	0.663842464	chr10_1179615
chr10	1179629	0.1996	0.2249	0.362379903	chr10_1179629
chr10	1179764	0.6028	0.4618	0.141116373	chr10_1179764
chr10	1179961	0.2646	0.5914	0.579002445	chr10_1179961
chr10	1180029	0.00549	0.3267	0.985814334	chr10_1180029
chr10	1180041	-0.09421	0.3095	0.748883539	chr10_1180041
chr10	1180092	-0.09038	0.246	0.704653305	chr10_1180092
chr10	1180883	-0.3643	0.375	0.294666109	chr10_1180883
chr10	1180908	0.1217	0.2684	0.637855833	chr10_1180908
chr10	1180936	-0.4861	0.3285	0.117184311	chr10_1180936
chr10	1181029	0.1577	0.4914	0.712517017	chr10_1181029
chr10	1181043	-0.2437	0.5979	0.611107514	chr10_1181043
chr10	1181251	-0.1396	0.3366	0.65962133	chr10_1181251
chr10	1181277	0.709	0.3473	0.029482789	chr10_1181277
chr10	1183488	-0.2273	0.1824	0.205003699	chr10_1183488
chr10	1183508	0.03667	0.2413	0.875563396	chr10_1183508
chr10	1183530	0.07108	0.238	0.75846954	chr10_1183530
chr10	1183551	-0.0984	0.1918	0.601155493	chr10_1183551
chr10	1183559	0.01026	0.1788	0.953491833	chr10_1183559
chr10	1183688	0.008674	0.3204	0.977200338	chr10_1183688
chr10	1183704	0.03623	0.2911	0.896492903	chr10_1183704
chr10	1183745	-0.2581	0.2982	0.364522101	chr10_1183745
chr10	1183753	-0.377	0.2135	0.070687006	chr10_1183753
chr10	1183755	-0.4039	0.186	0.027100187	chr10_1183755
chr10	1183819	-0.4778	0.2047	0.017095706	chr10_1183819
chr10	1183836	-0.1295	0.1554	0.39890332	chr10_1183836
chr10	1183844	-0.08148	0.2465	0.733049226	chr10_1183844
chr10	11854298	1.315	0.7618	0.007707491	chr10_11854298
chr10	11856763	0.05899	0.3611	0.860936638	chr10_11856763
chr10	11856774	-0.4292	0.559	0.354452001	chr10_11856774
chr10	11858942	0.1278	0.863	0.769426357	chr10_11858942
chr10	11859000	-0.08411	0.6568	0.865146479	chr10_11859000
chr10	11876011	0.2073	0.4166	0.584131302	chr10_11876011
chr10	11876087	0.157	0.5624	0.735654605	chr10_11876087
chr10	11876917	-0.5204	0.6806	0.29665755	chr10_11876917
chr10	11876961	0.4037	0.4215	0.290888078	chr10_11876961
chr10	11898111	-0.2955	0.2699	0.255518367	chr10_11898111
chr10	1189824	-0.07044	0.4292	0.85581284	chr10_1189824
chr10	1189833	-0.0176	0.2094	0.93150196	chr10_1189833
chr10	11899168	-0.482	0.7593	0.329314119	chr10_11899168
chr10	118997	0.6646	0.789	0.170375467	chr10_118997
chr10	119018	0.2818	0.7769	0.564550538	chr10_119018
chr10	11902974	-0.01828	0.4567	0.964113275	chr10_11902974
chr10	11902994	-0.02518	0.4657	0.951280337	chr10_11902994
chr10	11902997	0.3368	0.3924	0.350741712	chr10_11902997
chr10	11903012	-0.07085	0.4393	0.857521343	chr10_11903012
chr10	11903062	1.069	0.5092	0.014716108	chr10_11903062
chr10	11903110	-0.09044	0.3386	0.776511713	chr10_11903110
chr10	11903113	0.8248	0.5624	0.076120626	chr10_11903113
chr10	11908168	-0.1049	0.3736	0.7621184	chr10_11908168
chr10	1192058	0.2731	0.769	0.578516507	chr10_1192058
chr10	1192074	0.008877	0.6118	0.985365122	chr10_1192074
chr10	1192211	-0.1472	0.4518	0.714957158	chr10_1192211
chr10	1192390	-0.4547	0.7294	0.362152578	chr10_1192390
chr10	1192439	-0.1905	0.7653	0.698962962	chr10_1192439
chr10	1192476	-0.2678	0.6457	0.587027311	chr10_1192476
chr10	1192517	-0.2681	0.4659	0.515472455	chr10_1192517
chr10	11938916	0.1175	0.5828	0.804054212	chr10_11938916
chr10	1193974	-0.5375	0.4366	0.171181661	chr10_1193974
chr10	1193995	-0.3565	0.4082	0.338728586	chr10_1193995
chr10	1194020	-0.2991	0.3575	0.370334442	chr10_1194020
chr10	1194079	0.1972	0.577	0.675617083	chr10_1194079
chr10	1194094	0.08863	0.3996	0.80881574	chr10_1194094
chr10	1194186	-0.8459	0.3504	0.009951441	chr10_1194186
chr10	1194250	-0.09752	0.5373	0.829609258	chr10_1194250
chr10	119433	-0.4818	0.5068	0.270120544	chr10_119433
chr10	1194334	0.0369	0.2334	0.870842645	chr10_1194334
chr10	1194386	0.3615	0.2419	0.12352133	chr10_1194386
chr10	1195101	-0.3557	0.3779	0.309323794	chr10_1195101
chr10	1195110	-0.5547	0.4437	0.163014366	chr10_1195110
chr10	1195123	0.08142	0.5045	0.85172463	chr10_1195123
chr10	1195138	-0.5367	0.4769	0.20041413	chr10_1195138
chr10	1195146	-0.4851	0.49	0.256089425	chr10_1195146
chr10	1195159	-0.3603	0.4436	0.364795033	chr10_1195159
chr10	1195213	0.06248	0.428	0.871681275	chr10_1195213
chr10	1195226	0.114	0.5321	0.800236252	chr10_1195226
chr10	1195231	-1.026	0.5401	0.023996562	chr10_1195231
chr10	1195252	-0.9361	0.3472	0.004040396	chr10_1195252
chr10	1195384	0.09806	0.375	0.777883678	chr10_1195384
chr10	1195398	0.5863	0.4119	0.118271456	chr10_1195398
chr10	1195405	-0.3161	0.452	0.433043912	chr10_1195405
chr10	1195421	0.2177	0.4068	0.557999619	chr10_1195421
chr10	1195462	0.1013	0.723	0.839283812	chr10_1195462
chr10	119624	-0.005436	0.7525	0.991248396	chr10_119624
chr10	119626	0.1224	0.8523	0.783651507	chr10_119626
chr10	1198465	0.08296	0.2757	0.754251027	chr10_1198465
chr10	1198540	-0.6699	0.2523	0.006070636	chr10_1198540
chr10	11988612	0.4398	0.4046	0.234583237	chr10_11988612
chr10	12005602	0.2783	0.4335	0.476215706	chr10_12005602
chr10	12005629	-0.009774	0.3338	0.975219586	chr10_12005629
chr10	1200687	0.2516	0.7497	0.612070486	chr10_1200687
chr10	12007162	0.3938	0.2614	0.118577897	chr10_12007162
chr10	12007164	0.531	0.378	0.129180852	chr10_12007164
chr10	12007211	-0.2627	0.4392	0.50554936	chr10_12007211
chr10	1200728	-0.2155	0.4573	0.596183161	chr10_1200728
chr10	1200906	-0.8395	0.6197	0.084334573	chr10_1200906
chr10	1200964	0.09782	0.7856	0.840508236	chr10_1200964
chr10	1201121	-0.01416	0.7455	0.977265099	chr10_1201121
chr10	1201135	0.02206	0.7565	0.964435297	chr10_1201135
chr10	1201350	0.161	0.8801	0.700018592	chr10_1201350
chr10	1201409	-0.5929	0.5401	0.192107145	chr10_1201409
chr10	1201457	-0.1193	0.7045	0.811410754	chr10_1201457
chr10	1201529	-0.344	0.2308	0.125565535	chr10_1201529
chr10	1201676	-0.1002	0.3001	0.726322182	chr10_1201676
chr10	1201740	0.3599	0.4447	0.366223189	chr10_1201740
chr10	1202011	0.1601	0.2909	0.565130346	chr10_1202011
chr10	1202044	0.1171	0.1455	0.415949949	chr10_1202044
chr10	1202127	-0.04437	0.2188	0.835366739	chr10_1202127
chr10	1202174	-0.1849	0.2693	0.475887069	chr10_1202174
chr10	1202340	0.7269	0.3664	0.032992525	chr10_1202340
chr10	1202392	-0.3441	0.3906	0.338580426	chr10_1202392
chr10	1203556	0.3505	0.5433	0.442228272	chr10_1203556
chr10	1203576	-0.6278	0.4996	0.146886769	chr10_1203576
chr10	1203639	-0.5262	0.4041	0.154573403	chr10_1203639
chr10	1203695	0.1818	0.7934	0.706588411	chr10_1203695
chr10	12038000	-0.3516	0.8143	0.456947991	chr10_12038000
chr10	12038089	-0.4996	0.8768	0.236029112	chr10_12038089
